Path,Title,PageViews,Freshness (report),LastReviewed (report),LastReviewed (file)
powerbi-docs/paginated-reports/report-design/change-item-cell-report-builder.md,Change an item in a cell in a Power BI paginated report - Power BI,7.0,> 365 days,2023-10-03,
powerbi-docs/paginated-reports/report-design/visualizations/specify-chart-area-series-report-builder.md,Specify a chart area for a series in Power BI paginated report - Power BI,7.0,> 365 days,2023-03-28,
powerbi-docs/paginated-reports/report-design/show-tooltips-series-report-builder.md,Show ToolTips on a series in a Power BI paginated report - Power BI,7.0,> 365 days,2023-09-11,
powerbi-docs/paginated-reports/report-design/visualizations/specify-size-indicator-using-expression-report-builder.md,Specify the size of an indicator in Power BI paginated reports using an expression - Power BI,6.0,> 365 days,2023-04-24,
powerbi-docs/paginated-reports/report-design/visualizations/start-pie-chart-values-top-pie-report-builder.md,Start pie chart values at the top of the pie in Power BI paginated report - Power BI,6.0,> 365 days,2023-03-28,
powerbi-docs/paginated-reports/expressions/built-in-collections-in-expressions-report-builder.md,Built-in collections in expressions in a paginated report - Power BI,6.0,> 365 days,2023-06-21,
powerbi-docs/paginated-reports/device-info/xml-device-information-settings.md,XML device information settings for Power BI paginated reports - Power BI,6.0,> 365 days,2023-01-05,
powerbi-docs/paginated-reports/device-info/pptx-device-information-settings.md,PPTX device information settings for Power BI paginated reports - Power BI,5.0,> 365 days,2024-06-28,
powerbi-docs/paginated-reports/expressions/built-in-collections-reportitems-collection-references-report-builder.md,ReportItems collection references in a paginated report - Power BI,4.0,> 365 days,2023-06-21,
powerbi-docs/developer/visuals/formatting-model-textarea.md,TextArea formatting slice - Power BI,4.0,271-365 days,2024-12-12,
powerbi-docs/paginated-reports/device-info/word-device-information-settings.md,Word device information settings for Power BI paginated reports - Power BI,3.0,> 365 days,2023-01-05,
